uid,gender,status,statusUpdatedAt,statusPrevious,age,areaCode,state,recurrence,activation_date,end_portability_date,current_package,clients_duration,main_line
UZfZQadfAuejI4SKd51J0KnDuFp1,masculino,paused,2021-02-26,paymentFailedSubscription,22,11.0,SP,weekly,2021-02-16,,customPackage,0.0,No
UZjneqKqNngwwc1L5pNr12QqaHG2,masculino,canceled,2021-01-06,cancelRequested,20,11.0,SP,weekly,2020-08-20,,customPackage,5.0,No
Ua7XnnzWzdQ8Gw1OsOHE1Vz42Rk2,feminino,canceled,2020-12-18,cancelRequested,23,11.0,SP,weekly,2020-10-07,,customPackage,2.0,No
UarxeKPZmQfT3wmMWozoDPnRtlX2,masculino,canceled,2020-12-18,cancelRequested,20,12.0,SP,weekly,2020-07-30,,customPackage,5.0,No
Uck5164wHqaGXkttYoYxxU2Y2S73,prefiro não dizer,canceled,2020-12-18,cancelRequested,24,11.0,SP,weekly,2020-07-20,,customPackage,5.0,No
UehLtGnMubgPyIfGxDlPxyfZbZs1,masculino,paused,2021-02-08,paymentFailedSubscription,25,11.0,SP,monthly,2020-08-01,,customPackage,6.0,No
Ufffmkf9mEWdVtDHg3TgBHR5rcO2,masculino,paused,2021-01-17,canceled,34,11.0,SP,monthly,2020-12-18,,customPackage,1.0,No
Uol1p9KdjtN52hlwWSMHjR0uy2z1,masculino,paused,2021-02-01,paymentFailedSubscription,18,11.0,SP,monthly,2020-10-29,,customPackage,4.0,No
UqLrPhrHH5U3h5d2FtSZZZXPqY83,feminino,canceled,2020-12-18,cancelRequested,30,11.0,SP,weekly,2020-06-28,,customPackage,6.0,No
Uqgyi99lmQQGUHXnQzNU5xnrki93,masculino,paused,2020-12-21,paymentFailedSubscription,27,13.0,SP,weekly,2020-12-04,,customPackage,0.0,No
UrYUEvJKE9ZDzigXAfy1kIjssYG3,masculino,canceled,2020-12-18,cancelRequested,34,16.0,SP,weekly,2020-08-01,2020-08-05,customPackage,4.0,Yes
UxiIM6BdInTh06efPaEFGAvjxWf1,masculino,canceled,2020-12-18,cancelRequested,39,19.0,SP,weekly,2020-07-26,,customPackage,5.0,No
UzAXmWkN0WcbyBfPhESxj5uufv92,masculino,canceled,2020-12-18,cancelRequested,23,13.0,SP,weekly,2020-11-18,,customPackage,1.0,No
V0iH9KKsxqPqObNGDrY6J7DkBlg2,masculino,canceled,2021-03-06,cancelRequested,29,45.0,PR,monthly,2021-02-18,,madePackage-1,1.0,No
V2WJ4SeEFPhRrWdRRzEXQwQzPY53,masculino,paused,2021-01-15,paymentFailedSubscription,22,18.0,SP,weekly,2020-12-08,2020-12-11,customPackage,1.0,Yes
V7FQaOl5IgWH3ckNkQMSJJyp19W2,masculino,canceled,2020-12-29,cancelRequested,35,12.0,SP,monthly,2020-10-28,,customPackage,2.0,No
V9LcqRd8aYQeusOOIH3fnqEGNst1,masculino,canceled,2021-03-02,cancelRequested,22,11.0,SP,monthly,2020-07-28,,customPackage,8.0,No
VDwxFYvSMcccALImbXTep7f64Bx2,feminino,canceled,2021-02-15,cancelRequested,29,16.0,SP,weekly,2020-08-11,,customPackage,6.0,No
VE2fhe8s3AXZ0ps65k1jBueSh5y2,masculino,canceled,2020-12-18,cancelRequested,28,13.0,SP,weekly,2020-09-01,,customPackage,3.0,No
VGb8gfkXyYc37SAbd8tsNVDVZgt1,feminino,paused,2021-03-06,canceled,22,62.0,GO,monthly,2021-02-05,,customPackage,1.0,No
VIBAcdM083NgIomlN5ic7vuPWDf1,masculino,canceled,2021-01-24,cancelRequested,28,11.0,SP,weekly,2020-08-22,,customPackage,5.0,No
VLdjx0hJiqQTaHRCCj1FAPe7wng2,feminino,cancelRequested,2021-03-04,paymentFailedSubscription,22,11.0,SP,weekly,2020-08-03,2020-08-06,customPackage,7.0,Yes
VLoH8ucTH2MPHWNgzkLJh3AHnF63,masculino,canceled,2021-01-01,cancelRequested,35,62.0,GO,weekly,2020-12-17,,customPackage,1.0,No
VM8c3EaldBaCNt2Q3w7Za0NX2QP2,masculino,active,2021-02-09,paused,31,62.0,GO,monthly,2020-11-03,2020-11-06,customPackage,3.0,Yes
VO70RVFMnCeYt4jm9m8yrcdlaqF2,masculino,canceled,2021-01-22,cancelRequested,19,11.0,SP,weekly,2020-10-15,,customPackage,3.0,No
VPbadm91DARdzkpbVvhDfXaXs3P2,masculino,canceled,2020-12-18,cancelRequested,20,16.0,SP,weekly,2020-07-29,,customPackage,5.0,No
VU3rIVLl9FcV4PqS8PkWXLkMI8E2,masculino,paused,2021-01-22,paymentFailedSubscription,22,15.0,SP,monthly,2020-12-19,,customPackage,1.0,No
VVGvnkPrx9f7gxPg87AGK79oOOD3,feminino,cancelRequested,2021-02-25,paused,28,11.0,SP,weekly,2020-10-22,,customPackage,4.0,No
VXTLZ7kBRyPKGl8rbtJp69ksknU2,masculino,paused,2021-02-23,paymentFailedSubscription,34,11.0,SP,monthly,2021-01-20,,customPackage,1.0,No
VZxm0IWYJfTNytw1fsHexbRI33c2,masculino,paused,2021-02-15,paymentFailedSubscription,19,61.0,DF,weekly,2021-02-05,,customPackage,0.0,No
VhJt29GhV7Q5o9Bvfp9oDSae6iq1,masculino,paused,2021-01-19,paymentFailedSubscription,30,11.0,SP,weekly,2021-01-09,,customPackage,0.0,No
Vjb5jhQ5X0b2Q8o8gRalZre9hLL2,feminino,canceled,2020-12-18,cancelRequested,25,11.0,SP,weekly,2020-10-14,,customPackage,2.0,No
VmMKvPcadEMe1gN1k0QGxvXzw7c2,masculino,canceled,2020-12-18,cancelRequested,28,17.0,SP,weekly,2020-08-29,2020-09-03,customPackage,4.0,Yes
VnJZzMq2qlcGGbu8TRNt1QjxoIz2,feminino,cancelRequested,2021-03-01,paused,28,11.0,SP,monthly,2020-10-29,,customPackage,5.0,No
VnwmmiwdPZhsFqbZnYLG068QDLN2,feminino,paused,2021-03-07,paymentFailedSubscription,47,11.0,SP,weekly,2021-02-25,,customPackage,1.0,No
VoY1L4zNCgfFQngnwRj6hKMP1mF3,masculino,canceled,2021-02-25,cancelRequested,34,11.0,SP,weekly,2020-09-06,,customPackage,5.0,No
Volvr8ox90UDr6KuLULOA25co7E3,masculino,paused,2020-12-15,paymentFailedSubscription,21,11.0,SP,monthly,2020-11-12,,customPackage,1.0,No
VpVMdJG2OwVKJKmyZbw8R0Zql033,masculino,paused,2021-01-20,paymentFailedSubscription,34,62.0,GO,monthly,2020-11-17,,customPackage,2.0,No
Vql0giq2I7VsQDwPuG15LnhTfDS2,masculino,paused,2021-02-02,paused,21,11.0,SP,monthly,2020-08-28,2020-09-23,customPackage,6.0,Yes
VtYQ4zlFxyNTSpSP4FFplkqYVf52,masculino,paused,2021-01-03,paused,20,11.0,SP,monthly,2020-11-09,2020-11-12,customPackage,2.0,Yes
VuaiUmZWLMSYWDi62k4ysNMmYJe2,feminino,paused,2020-12-20,paymentFailedSubscription,40,11.0,SP,weekly,2020-12-10,,customPackage,0.0,No
VwCwI3DJEZW4VsYgXMPHEHAtsZs2,feminino,paused,2021-03-03,paymentFailedSubscription,19,19.0,SP,monthly,2020-08-28,,customPackage,7.0,No
Vykz5RNsswgKkLauc21GbXRpzmK2,masculino,active,2021-02-18,cancelRequested,42,11.0,SP,monthly,2020-08-10,,madePackage-1,6.0,No
W0VBvPOUB3VLpPJIsC4MZh5eQe02,masculino,canceled,2021-01-05,cancelRequested,25,11.0,SP,weekly,2020-08-31,,customPackage,5.0,No
W2MvDjxISUhaNyxxr3nfgBY3Dkg2,masculino,paused,2021-01-19,paymentFailedSubscription,25,17.0,SP,weekly,2020-12-27,,customPackage,1.0,No
W3ucuAiDloVXxCe4T4Sybzdt4Z02,feminino,cancelRequested,2021-03-03,paused,28,13.0,SP,weekly,2020-10-20,2020-10-24,customPackage,5.0,Yes
W5Wh7Pn6N8ZYbhoC72MS1hpIikt1,masculino,paused,2021-02-06,paymentFailedSubscription,20,19.0,SP,weekly,2020-11-24,,customPackage,3.0,No
WBeDKaPyZdguZMtsfBYdEBKM57D2,masculino,canceled,2021-03-06,cancelRequested,32,19.0,SP,monthly,2020-10-19,,customPackage,5.0,No
WCIrZT0Z9URuC2xKGq46eRhwsCX2,masculino,active,2021-02-13,paused,18,13.0,SP,monthly,2020-11-09,2020-11-12,customPackage,3.0,Yes
WCe5gFrbRfSqKOgKIvwEla9c3K62,masculino,paused,2021-02-10,paymentFailedSubscription,35,12.0,SP,weekly,2020-10-27,,customPackage,4.0,No
WD6uHnEDJYfcacagai2fzQBYEmR2,feminino,canceled,2020-12-18,cancelRequested,42,12.0,SP,monthly,2020-10-28,,customPackage,2.0,No
WHMLJ45DijfPqaHB076kObfYtxu2,masculino,canceled,2020-12-31,cancelRequested,24,19.0,SP,weekly,2020-07-30,,customPackage,5.0,No
WIqosuXZIJXGqQTPzMtudDYjHY83,feminino,paused,2021-02-09,paymentFailedSubscription,23,16.0,SP,weekly,2020-12-05,,customPackage,2.0,No
WIwRo7kYbiOhko0xmy5Kdxb81l23,feminino,paused,2020-12-20,paymentFailedSubscription,34,13.0,SP,weekly,2020-12-03,,customPackage,0.0,No
WK2zhagvXkc1l4CyV4WPkdOlJul2,masculino,paused,2020-12-13,paymentFailedSubscription,32,11.0,SP,weekly,2020-09-15,,customPackage,3.0,No
WLMXV2d64oe1qRo9sMavRFtKXrg2,masculino,paused,2021-01-15,paused,23,11.0,SP,weekly,2020-09-30,,customPackage,4.0,No
WQqdG7cq9Wa1FCF202oIMHJ5LNg1,masculino,canceled,2020-12-18,cancelRequested,42,11.0,SP,weekly,2020-07-30,,customPackage,5.0,No
WRdkPGb5ZyZTkpLA3ScEIHg4yT62,masculino,paused,2021-01-19,paymentFailedSubscription,30,12.0,SP,weekly,2021-01-09,,customPackage,0.0,No
WSZy26FD2UgplNPOwETgdSDnJoO2,prefiro não dizer,canceled,2020-12-18,cancelRequested,24,11.0,SP,weekly,2020-06-24,,customPackage,6.0,No
WUTzLUDmNyZOHmTjHBqkgbA2RX23,masculino,canceled,2021-01-24,cancelRequested,30,19.0,SP,weekly,2020-10-27,,customPackage,3.0,No
WVSqRuerVfPlBPKJH4TgPDWxAqF3,masculino,canceled,2020-12-18,cancelRequested,27,17.0,SP,weekly,2020-09-02,,customPackage,3.0,No
WYKfDRGx5Uh291cYRp2D23EiC9y2,masculino,canceled,2021-01-06,cancelRequested,24,11.0,SP,weekly,2020-09-15,,customPackage,4.0,No
WZsbDgQgl3YPl7U23LSlAz6BYrb2,masculino,paused,2021-01-23,paymentFailedSubscription,22,62.0,GO,weekly,2020-11-05,2020-11-07,customPackage,2.0,Yes
WZswQFSlEcSapR8jqWF836DSmEi2,masculino,paused,2021-02-21,paymentFailedSubscription,21,19.0,SP,weekly,2020-10-29,2020-11-04,customPackage,4.0,Yes
WcUItdSb6HNx3fn9WOyQXwZBvHo2,feminino,paused,2021-01-01,paymentFailedSubscription,20,11.0,SP,weekly,2020-12-09,,customPackage,1.0,No
WduiUsWhTlYa2req5Ecja8VldSA2,feminino,paused,2021-01-13,paymentFailedSubscription,25,62.0,GO,weekly,2020-12-14,,customPackage,1.0,No
Wgiwyp1DEAglHmJDFoxYSGMroBI2,masculino,paused,2021-01-29,paymentFailedSubscription,31,19.0,SP,weekly,2020-12-03,,customPackage,1.0,No
WlnjC3Wdq8SjdSDQs9e5GurLuAF2,masculino,paused,2021-02-12,paymentFailedSubscription,23,19.0,SP,weekly,2020-09-07,,customPackage,5.0,No
WmIlpYoTkXauOzrNAHEFJUODrr63,feminino,active,2021-02-11,paused,35,16.0,SP,monthly,2020-08-07,,customPackage,6.0,No
Wn7syLvBi8MDwSFhdcREpWyqr5f2,feminino,paused,2021-01-12,paymentFailedSubscription,25,11.0,SP,monthly,2020-12-09,2020-12-12,customPackage,1.0,Yes
WojJVKD4vwO1jTE2KKLjswYj5K93,masculino,cancelRequested,2021-03-07,paused,26,62.0,GO,weekly,2020-11-09,,customPackage,4.0,No
Wp77UvsneUNT4CJEagBaXD2b4yo1,masculino,paused,2021-01-20,paymentFailedSubscription,20,11.0,SP,monthly,2020-11-17,,customPackage,2.0,No
WpFg31Ym1ga88TL1Y1A0wynjkv93,masculino,active,2021-03-04,paused,31,62.0,GO,monthly,2020-11-26,2020-12-01,customPackage,4.0,Yes
WplvK9A1n9erok24xK8beDS57vc2,masculino,active,2021-03-08,paused,33,33.0,MG,monthly,2021-02-04,2021-02-11,customPackage,1.0,Yes
WxPSPvdENpPcsWWp9BrDsuBx4IR2,masculino,canceled,2020-12-18,cancelRequested,19,11.0,SP,weekly,2020-04-18,,customPackage,8.0,No
WyGop5CqZXfZPUyPI6n8JTVxSr92,feminino,cancelRequested,2021-02-26,paused,23,11.0,SP,weekly,2020-09-29,,customPackage,5.0,No
WyxA9kfGVndYfJNjzUSroLKYScB3,masculino,paused,2021-01-09,paymentFailedSubscription,21,16.0,SP,weekly,2020-12-30,2021-01-07,customPackage,1.0,Yes
X4HyQdSO57fJESzLD0QE59p5gvj1,feminino,canceled,2020-12-31,cancelRequested,20,11.0,SP,weekly,2020-07-29,,customPackage,5.0,No
X56clYboU1StkcTihNgH4CKg4qk1,masculino,canceled,2020-12-18,cancelRequested,29,16.0,SP,weekly,2020-09-10,2020-09-15,customPackage,3.0,Yes
X5HCAP0iAIUwOBxtivUPTP00Sy53,masculino,canceled,2020-12-18,cancelRequested,24,11.0,SP,weekly,2020-04-07,,customPackage,8.0,No
XCAOeou9refTTLhawbdroqHlum22,feminino,canceled,2020-12-18,cancelRequested,23,14.0,SP,weekly,2020-10-23,,customPackage,2.0,No
XDCmFIrji6bcT5BVDRpXbhDosIj2,feminino,canceled,2021-02-17,cancelRequested,20,12.0,SP,weekly,2020-12-30,,customPackage,2.0,No
XEVYXOFO6vUKWj6QRBMojcNy8Ko1,masculino,paused,2021-02-23,paymentFailedSubscription,44,11.0,SP,monthly,2021-01-20,,customPackage,1.0,No
XF2crtJxo2MxP0JvIADKeF0Eghr1,masculino,paused,2021-01-20,paymentFailedSubscription,31,19.0,SP,weekly,2020-12-04,,customPackage,1.0,No
XFvLFZOQ4qPUPzxyzm2b9MWdVSy1,masculino,canceled,2020-12-31,cancelRequested,32,11.0,SP,weekly,2020-07-29,,customPackage,5.0,No
XH45VcbSbBgQvHpLPSHYZhBl87f1,masculino,canceled,2021-01-12,cancelRequested,32,19.0,SP,weekly,2020-08-04,,customPackage,5.0,No
XH4CyXxok2OLzpk96GacEiN5jKz1,masculino,paused,2021-01-07,paymentFailedSubscription,25,11.0,SP,weekly,2020-12-14,,customPackage,1.0,No
XHOvVX31TYXFAOO1r6PvEsFGfWW2,masculino,canceled,2020-12-31,cancelRequested,25,11.0,SP,weekly,2020-08-28,,customPackage,4.0,No
XJQwt5Dg7ecIzG2zq7T1OMQiqpB2,masculino,paused,2021-03-03,paymentFailedSubscription,34,21.0,RJ,monthly,2021-01-29,,customPackage,2.0,No
XK70Z1NQbCTW1P3HEyzFuOulyij1,masculino,paused,2021-02-13,paymentFailedSubscription,28,22.0,RJ,weekly,2021-01-20,,customPackage,1.0,No
XLlIZZrKXobGWfUcsov0SFhCHwy2,masculino,paused,2021-02-10,paymentFailedSubscription,32,13.0,SP,monthly,2020-11-16,,customPackage,3.0,No
XSq3Bk0RNPUoxWIvrtcUCs6YbsG2,prefiro não dizer,paused,2020-12-27,paymentFailedSubscription,24,11.0,SP,weekly,2020-07-23,,customPackage,5.0,No
XVq7eEHplDMnzdjlqVwPrkUzTiB3,não binário,paused,2021-03-02,paymentFailedSubscription,18,62.0,GO,monthly,2021-01-27,,customPackage,2.0,No
XWlYtwguayT7UMOIf1FldVbOhoC2,masculino,canceled,2020-12-18,cancelRequested,25,12.0,SP,weekly,2020-07-30,2020-08-04,customPackage,5.0,Yes
XZCfOdEABfZF9ISvoQsrQmMqozk1,masculino,paused,2021-01-17,paymentFailedSubscription,32,64.0,GO,monthly,2020-12-14,,customPackage,1.0,No
XbVxhY3I7MP3Ob6ruY4WA1YjZW92,masculino,canceled,2020-12-21,cancelRequested,29,11.0,SP,weekly,2020-07-31,,customPackage,5.0,No
Xd8IK1YC63R5yYShuyp9LzM68AB2,feminino,active,2021-02-24,paused,33,17.0,SP,monthly,2020-12-21,,customPackage,2.0,No
XdAfW2OgDAdvJLl3ySHgm5YgDPk1,masculino,canceled,2020-12-18,cancelRequested,23,11.0,SP,weekly,2020-04-08,,customPackage,8.0,No
XdmblHdojZPdvmBvTVpFu7n4abF2,masculino,cancelRequested,2021-02-28,paused,27,11.0,SP,monthly,2020-10-28,,customPackage,4.0,No
XdpKsRXMw9SaO8C4tvFAL25xgae2,feminino,paused,2021-03-05,paymentFailedSubscription,31,64.0,GO,weekly,2020-12-17,,customPackage,3.0,No
XetDnmP3QSNekIrxrhE59dvEzmi1,masculino,active,2021-02-14,paused,38,11.0,SP,monthly,2020-08-01,,customPackage,6.0,No
Xky2lvefyed3G5Uhs0Q2Rt3FzSb2,masculino,paused,2020-12-09,paymentFailedSubscription,30,18.0,SP,monthly,2020-11-06,2020-11-11,customPackage,1.0,Yes
XlfHwVxKI4huKZqJTnKG3riSlE62,masculino,canceled,2020-12-26,cancelRequested,27,11.0,SP,monthly,2020-11-20,2020-11-24,customPackage,1.0,Yes
Xn6a8xnFIDQKyM4h3q3NIm2u4Tv1,masculino,canceled,2020-12-18,cancelRequested,26,11.0,SP,weekly,2020-10-08,,customPackage,2.0,No
Xpj4McSRfLNWpo3OMu0PWseMSf22,masculino,canceled,2021-03-03,cancelRequested,29,11.0,SP,weekly,2020-09-03,2020-09-14,customPackage,6.0,Yes
XvrvFdAg8nezZgO16vSo802uD8T2,masculino,paused,2020-12-17,paymentFailedSubscription,24,19.0,SP,weekly,2020-11-30,,customPackage,1.0,No
XwRMQFxaUvRLDlpiwaNA9etDxlI2,masculino,canceled,2020-12-18,cancelRequested,24,11.0,SP,weekly,2020-08-06,2020-08-31,customPackage,4.0,Yes
XwzFrEFyvsbzB2ahmLztgwmDjZ23,masculino,canceled,2020-12-31,cancelRequested,34,11.0,SP,weekly,2020-09-09,,customPackage,3.0,No
XxRnj5Ujy8g65PlHsI1bEkl46oB3,feminino,paused,2020-12-17,paymentFailedSubscription,21,61.0,DF,weekly,2020-12-07,,customPackage,0.0,No
XyhsPO2H6Rf93TVbh8rGfZdYoLJ2,prefiro não dizer,canceled,2020-12-18,cancelRequested,24,11.0,SP,weekly,2020-07-22,,customPackage,5.0,No
Xzyk1cF8BvPaOAxvNZNTi9CLxQJ3,masculino,paused,2021-01-08,paused,25,15.0,SP,weekly,2020-08-05,,customPackage,5.0,No
Y1BgGfDzTSav1oDh8CzoTtwEr3g1,masculino,canceled,2020-12-18,cancelRequested,26,62.0,GO,monthly,2020-11-06,2020-11-11,customPackage,1.0,Yes
Y1FQv0EMZMfcX2MzBjesi8VeZh92,masculino,active,2021-02-26,paused,33,16.0,SP,monthly,2020-11-21,2020-11-25,customPackage,3.0,Yes
Y6u6YeMxGmOEf3o8qQGjSQvv1pM2,masculino,canceled,2020-12-23,cancelRequested,28,11.0,SP,weekly,2020-08-10,,customPackage,4.0,No
Y8aT68caSgXvRghJ5cmXNnHiWy53,masculino,canceled,2021-02-25,cancelRequested,22,62.0,GO,weekly,2020-11-04,,customPackage,3.0,No
Y9L3KPcg66U6WInDxbOM33lQ9RT2,feminino,cancelRequested,2021-02-27,paused,33,11.0,SP,weekly,2020-10-19,,customPackage,4.0,No
YB63tjedM5TpKorjSLRO0JNCELf2,masculino,canceled,2020-12-18,cancelRequested,26,19.0,SP,weekly,2020-07-28,,customPackage,5.0,No
YCLaanynV9QR77xAWe0iFzPsYmo1,feminino,paused,2020-12-17,paymentFailedSubscription,26,61.0,GO,monthly,2020-11-14,,customPackage,1.0,No
YEZbJFZk72RgqY7i2WQzO6KuoZ13,masculino,paused,2021-03-06,paymentFailedSubscription,18,16.0,SP,weekly,2020-08-31,,customPackage,7.0,No
YEymIBuwkOT0YeIhrGBGOd3wzTT2,masculino,canceled,2021-02-02,cancelRequested,26,11.0,SP,weekly,2020-09-18,2020-09-18,customPackage,5.0,Yes
YIMqB4tzhVPb5sFVV6NA50F4TaV2,masculino,canceled,2020-12-18,cancelRequested,37,19.0,SP,weekly,2020-09-11,,customPackage,3.0,No
YIf1OT3ANQes2FybUek37brHhiz1,masculino,paused,2021-01-21,paymentFailedSubscription,21,11.0,SP,weekly,2020-10-06,2021-01-13,customPackage,3.0,Yes
YJjtAFkheAN55QYpVZBcyex8Oqi1,feminino,canceled,2020-12-18,cancelRequested,19,16.0,SP,monthly,2020-10-10,,customPackage,2.0,No
YK0qgg5cy2dRxKMQBcLe4gGXKrX2,masculino,canceled,2021-01-22,cancelRequested,21,11.0,SP,weekly,2020-07-10,2020-07-15,customPackage,6.0,Yes
YLYW24RUcFVFHLS1Y72HR4hgbDj1,feminino,canceled,2021-02-18,cancelRequested,28,11.0,SP,weekly,2020-07-23,2020-07-27,customPackage,7.0,Yes
YNMqDQlEhAhdDiG8gD31dfEwqei1,feminino,paused,2021-01-12,paymentFailedSubscription,21,62.0,GO,monthly,2020-12-10,,customPackage,1.0,No
YNbdarYrXEdTS8iZyKgRJDNdbZa2,feminino,canceled,2021-01-20,cancelRequested,19,11.0,SP,weekly,2020-12-17,,customPackage,1.0,No
YOhwWK43IkZt8vqwOwMUa3imQjN2,masculino,cancelRequested,2021-03-03,paused,20,62.0,GO,monthly,2020-11-03,,customPackage,4.0,No
YOmdjBLSVKfCgTqvyGrH1sSQ4PU2,masculino,canceled,2020-12-18,cancelRequested,19,16.0,SP,weekly,2020-09-03,,customPackage,3.0,No
YOq1jefs45aNPMSe0pcqZ8oTCtM2,feminino,cancelRequested,2021-02-25,paused,22,18.0,SP,weekly,2020-11-18,,customPackage,3.0,No
YP4A8FX7oMdh3lE2iIcwqdWT1nN2,masculino,canceled,2021-01-05,cancelRequested,20,11.0,SP,weekly,2020-09-29,,customPackage,4.0,No
YR0eL9m5NwbkfwBjpofdGc0CDvH3,masculino,paused,2021-01-31,paymentFailedSubscription,28,19.0,SP,monthly,2020-11-13,,customPackage,2.0,No
YSYEVjeAjaWaisNhibRl9HWtTRf2,feminino,cancelRequested,2021-02-24,canceled,28,11.0,SP,weekly,2020-08-03,,customPackage,6.0,No
YTn3hY5rZCOaojkriisiT1qO7oF2,prefiro não dizer,canceled,2020-12-18,cancelRequested,24,11.0,SP,weekly,2020-07-20,,customPackage,5.0,No
YVYFqgZ4e9fn8yOGkN4QC7noET93,feminino,paused,2020-12-25,paymentFailedSubscription,29,18.0,SP,monthly,2020-11-22,,customPackage,1.0,No
YVaewcdtYfRmAgZZiflvDNkprRD2,masculino,canceled,2020-12-18,cancelRequested,29,13.0,SP,weekly,2020-09-30,,customPackage,3.0,No
YWOE2HIfLYaU6xIpRv8oKMgIT663,masculino,canceled,2020-12-18,cancelRequested,18,14.0,SP,weekly,2020-11-11,2020-11-14,customPackage,1.0,Yes
YWhVNQ6AsPfj8uYRt4pjJH63Rrz1,masculino,paused,2020-12-27,paymentFailedSubscription,31,16.0,SP,weekly,2020-09-03,2020-10-30,customPackage,3.0,Yes
YWyimskcA4Z2esBxHJlrPbfwZ5O2,feminino,canceled,2021-01-03,cancelRequested,41,12.0,SP,weekly,2020-08-31,2020-09-03,customPackage,5.0,Yes
YZCnlHBzh5UZwXffGN6IJ9cyCS83,masculino,active,2021-02-27,paused,24,19.0,SP,monthly,2020-11-20,,customPackage,3.0,No
Ya7ZZYWQdKZ9XcVzRd6Rj352uL73,feminino,active,2021-02-12,paused,51,12.0,SP,monthly,2020-11-23,2020-11-26,customPackage,3.0,Yes
Ya96mynJwGQOOoUIbs8giDnY4SE2,masculino,canceled,2020-12-18,cancelRequested,36,18.0,SP,weekly,2020-08-06,,customPackage,4.0,No
Yb0j7rGHFdVRm709QlzjfEnqNdS2,masculino,canceled,2020-12-18,cancelRequested,18,11.0,SP,weekly,2020-10-26,,customPackage,2.0,No
YbWyfHhyWCMNDtVuWKALK97w5d52,masculino,paused,2020-12-19,paymentFailedSubscription,23,61.0,DF,weekly,2020-12-09,,customPackage,0.0,No
YbsMFAsmFkTzOatbiZfBev5Fxc73,masculino,active,2021-02-15,paused,18,11.0,SP,monthly,2021-01-27,,customPackage,1.0,No
YeSRn8kPF0RSPr4Yi5yMnsgZGOi2,masculino,paused,2021-02-26,paymentFailedSubscription,27,31.0,MG,weekly,2021-02-02,,customPackage,0.0,No
Yh0I4ZsUCkVVTnAEmFU5zqgXtpH3,masculino,paused,2021-02-19,paymentFailedSubscription,19,62.0,GO,monthly,2020-11-10,,customPackage,3.0,No
YjRsU3ncHAOLWyZL7tccJhLtzbC2,masculino,canceled,2020-12-29,cancelRequested,41,11.0,SP,weekly,2020-09-02,,customPackage,3.0,No
YkWkKbyo1cXZVksR1QZpsiBiSGq1,masculino,canceled,2020-12-31,cancelRequested,49,13.0,SP,weekly,2020-08-07,,customPackage,4.0,No
Ymc7fetrIkbHcrCBScmTgHMQbug1,masculino,canceled,2021-02-12,cancelRequested,29,11.0,SP,monthly,2020-11-09,2020-11-12,customPackage,3.0,Yes
YrDAh35LF0Y2yGfEfF41hgngxTN2,masculino,canceled,2021-03-03,cancelRequested,41,19.0,SP,monthly,2020-10-22,,customPackage,5.0,No
YsPPRMPeFqOLnevbQWiU429jxdu2,feminino,canceled,2020-12-18,cancelRequested,33,17.0,SP,weekly,2020-07-29,,customPackage,5.0,No
Ytli0iJNeTXGBr5wnnfatNkxWJt1,masculino,canceled,2020-12-18,cancelRequested,26,11.0,SP,weekly,2020-07-31,2020-08-05,customPackage,5.0,Yes
Ytr7c3qdl1T6U4gz5QfMEWgHu2t2,masculino,paused,2021-02-23,paymentFailedSubscription,22,33.0,MG,monthly,2021-01-20,,madePackage-3,1.0,No
Yw5YXFFnwEZAifJhIIQQ9fOjoTh1,masculino,paused,2021-01-14,paymentFailedSubscription,34,11.0,SP,weekly,2020-08-31,2020-09-03,customPackage,5.0,Yes
Ywke2lUJCgeKiwYHLAgiPwnCvOl2,masculino,canceled,2021-01-24,cancelRequested,19,11.0,SP,weekly,2020-10-04,,customPackage,3.0,No
YxSJgtc5VfSGENrWhEMscVLCpBw2,prefiro não dizer,active,2021-03-05,paused,32,11.0,SP,monthly,2020-09-25,2020-10-01,madePackage-0,6.0,Yes
Z1IN9qZdjuegaMmqwATn8rB1Zje2,masculino,paused,2021-01-01,paymentFailedSubscription,34,11.0,SP,weekly,2020-12-08,,customPackage,1.0,No
Z2Im0GLhDoPaxiWSdJFv4ruxvZk2,masculino,active,2021-02-22,paused,22,11.0,SP,monthly,2020-11-15,2020-12-10,customPackage,3.0,Yes
ZEJ71A49paXhrOzmAOOZX56L23H3,feminino,canceled,2021-03-04,cancelRequested,24,11.0,SP,weekly,2020-10-27,,customPackage,5.0,No
ZERfVTWAjGaugwFz6A6BhzeZCII2,masculino,canceled,2020-12-18,cancelRequested,22,17.0,SP,weekly,2020-09-10,,customPackage,3.0,No
ZG6W0dwEedUWTCO6qdrRgEKN0i53,masculino,active,2021-02-11,paused,23,62.0,GO,monthly,2020-11-10,,madePackage-1,3.0,No
ZKgc6DBCvnPYcgVA7j0fhZq8Rmx2,masculino,paused,2021-01-19,paymentFailedSubscription,18,11.0,SP,weekly,2020-12-26,,customPackage,1.0,No
ZMUZqt4fKvh51Zlrn2odVbGsv9m2,masculino,canceled,2021-01-05,cancelRequested,30,11.0,SP,weekly,2020-09-16,,customPackage,4.0,No
ZNJClnVwBeOhm2f6DWeTluBDvFD2,masculino,paused,2021-01-25,paymentFailedSubscription,29,18.0,SP,monthly,2020-12-22,2020-12-29,customPackage,1.0,Yes
